172.16.253.132,172.16.253.254,17,1359941400.380374000,301
172.16.253.254,172.16.253.132,17,1359941400.381491000,300
0.0.0.0,255.255.255.255,17,1359941405.362762000,300
172.16.253.254,172.16.253.132,17,1359941405.363381000,300
0.0.0.0,255.255.255.255,17,1359941405.363801000,313
172.16.253.254,172.16.253.132,17,1359941405.369557000,300
172.16.253.132,98.211.244.7,6,1359941445.093542000,164
98.211.244.7,172.16.253.132,6,1359941445.283466000,237
172.16.253.132,98.211.244.7,6,1359941445.286013000,1460
172.16.253.132,98.211.244.7,6,1359941445.286073000,1460
172.16.253.132,98.211.244.7,6,1359941445.286120000,1460
172.16.253.132,98.211.244.7,6,1359941445.286402000,1460
172.16.253.132,98.211.244.7,6,1359941445.286439000,1460
172.16.253.132,98.211.244.7,6,1359941445.286472000,1460
172.16.253.132,98.211.244.7,6,1359941445.286539000,1460
172.16.253.132,98.211.244.7,6,1359941445.286585000,1460
172.16.253.132,98.211.244.7,6,1359941445.286649000,1460
172.16.253.132,98.211.244.7,6,1359941445.286760000,614
98.211.244.7,172.16.253.132,6,1359941447.661064000,1228
98.211.244.7,172.16.253.132,6,1359941447.663207000,1228
98.211.244.7,172.16.253.132,6,1359941447.844906000,1228
98.211.244.7,172.16.253.132,6,1359941447.847394000,1228
98.211.244.7,172.16.253.132,6,1359941447.849295000,1228
98.211.244.7,172.16.253.132,6,1359941447.850293000,1228
98.211.244.7,172.16.253.132,6,1359941448.029189000,1228
98.211.244.7,172.16.253.132,6,1359941448.029589000,1228
98.211.244.7,172.16.253.132,6,1359941448.032902000,1228
98.211.244.7,172.16.253.132,6,1359941448.034518000,1228
98.211.244.7,172.16.253.132,6,1359941448.038896000,1228
98.211.244.7,172.16.253.132,6,1359941448.039077000,1228
98.211.244.7,172.16.253.132,6,1359941448.043367000,1228
98.211.244.7,172.16.253.132,6,1359941448.043609000,1228
98.211.244.7,172.16.253.132,6,1359941448.216094000,331
172.16.253.132,188.129.243.106,6,1359941448.537574000,157
172.16.253.132,188.129.243.106,6,1359941448.537768000,164
188.129.243.106,172.16.253.132,6,1359941449.833649000,259
188.129.243.106,172.16.253.132,6,1359941449.934738000,259
188.129.243.106,172.16.253.132,6,1359941450.198759000,229
172.16.253.132,188.129.243.106,6,1359941450.199851000,214
172.16.253.132,188.129.243.106,6,1359941450.199936000,1460
172.16.253.132,188.129.243.106,6,1359941450.200072000,261
188.129.243.106,172.16.253.132,6,1359941451.276295000,260
188.129.243.106,172.16.253.132,6,1359941451.277258000,1228
188.129.243.106,172.16.253.132,6,1359941451.282352000,1228
188.129.243.106,172.16.253.132,6,1359941451.382625000,1228
188.129.243.106,172.16.253.132,6,1359941451.632386000,1228
188.129.243.106,172.16.253.132,6,1359941451.632793000,1228
188.129.243.106,172.16.253.132,6,1359941451.633117000,797
172.16.253.132,77.120.182.221,6,1359941628.946261000,164
77.120.182.221,172.16.253.132,6,1359941636.591081000,237
172.16.253.132,77.120.182.221,6,1359941636.594548000,1460
172.16.253.132,77.120.182.221,6,1359941636.594657000,1460
172.16.253.132,77.120.182.221,6,1359941636.594706000,1460
172.16.253.132,77.120.182.221,6,1359941636.594859000,1460
172.16.253.132,77.120.182.221,6,1359941636.594902000,1460
172.16.253.132,77.120.182.221,6,1359941636.594947000,1460
172.16.253.132,77.120.182.221,6,1359941636.595029000,1460
172.16.253.132,77.120.182.221,6,1359941636.595072000,1460
172.16.253.132,77.120.182.221,6,1359941636.595118000,1460
172.16.253.132,77.120.182.221,6,1359941636.597317000,1460
172.16.253.132,77.120.182.221,6,1359941636.597379000,1460
172.16.253.132,77.120.182.221,6,1359941636.597431000,1460
172.16.253.132,77.120.182.221,6,1359941636.597481000,219
77.120.182.221,172.16.253.132,6,1359941639.543378000,1228
77.120.182.221,172.16.253.132,6,1359941639.543548000,1228
77.120.182.221,172.16.253.132,6,1359941639.544020000,1228
77.120.182.221,172.16.253.132,6,1359941639.644283000,1228
77.120.182.221,172.16.253.132,6,1359941639.825560000,1228
77.120.182.221,172.16.253.132,6,1359941639.826019000,1228
77.120.182.221,172.16.253.132,6,1359941639.826479000,1228
77.120.182.221,172.16.253.132,6,1359941639.827389000,1228
77.120.182.221,172.16.253.132,6,1359941639.828099000,1228
77.120.182.221,172.16.253.132,6,1359941639.928444000,1228
77.120.182.221,172.16.253.132,6,1359941640.114818000,1228
77.120.182.221,172.16.253.132,6,1359941640.114928000,1228
77.120.182.221,172.16.253.132,6,1359941640.115437000,1228
77.120.182.221,172.16.253.132,6,1359941640.116181000,1228
77.120.182.221,172.16.253.132,6,1359941640.123031000,1228
77.120.182.221,172.16.253.132,6,1359941640.124155000,1065
172.16.253.132,141.138.126.249,6,1359941831.568904000,164
141.138.126.249,172.16.253.132,6,1359941831.959311000,237
172.16.253.132,141.138.126.249,6,1359941831.962900000,1460
172.16.253.132,141.138.126.249,6,1359941831.962961000,1460
172.16.253.132,141.138.126.249,6,1359941831.963004000,1460
172.16.253.132,141.138.126.249,6,1359941831.963122000,1460
172.16.253.132,141.138.126.249,6,1359941831.963164000,1460
172.16.253.132,141.138.126.249,6,1359941831.963266000,1460
172.16.253.132,141.138.126.249,6,1359941831.963327000,1460
172.16.253.132,141.138.126.249,6,1359941831.963374000,1460
172.16.253.132,141.138.126.249,6,1359941831.963424000,1460
172.16.253.132,141.138.126.249,6,1359941831.963519000,1460
172.16.253.132,141.138.126.249,6,1359941831.963555000,1460
172.16.253.132,141.138.126.249,6,1359941831.963623000,1460
172.16.253.132,141.138.126.249,6,1359941831.963671000,223
141.138.126.249,172.16.253.132,6,1359941834.827496000,1228
141.138.126.249,172.16.253.132,6,1359941834.827577000,1228
141.138.126.249,172.16.253.132,6,1359941834.828094000,1228
141.138.126.249,172.16.253.132,6,1359941834.928522000,1228
141.138.126.249,172.16.253.132,6,1359941835.103833000,1228
141.138.126.249,172.16.253.132,6,1359941835.104109000,1228
141.138.126.249,172.16.253.132,6,1359941835.104469000,1228
141.138.126.249,172.16.253.132,6,1359941835.104846000,1228
141.138.126.249,172.16.253.132,6,1359941835.106906000,1228
141.138.126.249,172.16.253.132,6,1359941835.208084000,1228
141.138.126.249,172.16.253.132,6,1359941835.411602000,1228
141.138.126.249,172.16.253.132,6,1359941835.411980000,1228
141.138.126.249,172.16.253.132,6,1359941835.412697000,1228
141.138.126.249,172.16.253.132,6,1359941835.413182000,1228
141.138.126.249,172.16.253.132,6,1359941835.414467000,1228
141.138.126.249,172.16.253.132,6,1359941835.415184000,1228
141.138.126.249,172.16.253.132,6,1359941835.416908000,41
172.16.253.132,95.69.159.200,6,1359942016.821171000,164
95.69.159.200,172.16.253.132,6,1359942017.293880000,237
172.16.253.132,95.69.159.200,6,1359942017.296989000,1460
172.16.253.132,95.69.159.200,6,1359942017.297965000,1460
172.16.253.132,95.69.159.200,6,1359942017.298013000,1460
172.16.253.132,95.69.159.200,6,1359942017.298324000,1460
172.16.253.132,95.69.159.200,6,1359942017.298362000,1460
172.16.253.132,95.69.159.200,6,1359942017.298394000,1460
172.16.253.132,95.69.159.200,6,1359942017.298431000,1460
172.16.253.132,95.69.159.200,6,1359942017.298496000,1460
172.16.253.132,95.69.159.200,6,1359942017.298532000,1460
172.16.253.132,95.69.159.200,6,1359942017.298662000,1460
172.16.253.132,95.69.159.200,6,1359942017.298706000,1460
172.16.253.132,95.69.159.200,6,1359942017.298746000,1460
172.16.253.132,95.69.159.200,6,1359942017.298798000,172
95.69.159.200,172.16.253.132,6,1359942020.280150000,1228
95.69.159.200,172.16.253.132,6,1359942020.280606000,1228
95.69.159.200,172.16.253.132,6,1359942020.281204000,1228
95.69.159.200,172.16.253.132,6,1359942020.381289000,1228
95.69.159.200,172.16.253.132,6,1359942020.558890000,1228
95.69.159.200,172.16.253.132,6,1359942020.559305000,1228
95.69.159.200,172.16.253.132,6,1359942020.559719000,1228
95.69.159.200,172.16.253.132,6,1359942020.560912000,1228
95.69.159.200,172.16.253.132,6,1359942020.561605000,1228
95.69.159.200,172.16.253.132,6,1359942020.662455000,1228
95.69.159.200,172.16.253.132,6,1359942020.837752000,1228
95.69.159.200,172.16.253.132,6,1359942020.837822000,1228
95.69.159.200,172.16.253.132,6,1359942020.838210000,1228
