128.180.141.148,128.180.143.255,17,1493082481.596836000,50
128.180.141.148,128.180.143.255,17,1493082483.593403000,50
173.194.68.189,128.180.141.148,17,1493082484.454318000,38
128.180.141.148,173.194.68.189,17,1493082484.480772000,38
128.180.141.148,128.180.143.255,17,1493082485.562756000,50
128.180.141.148,172.217.7.202,6,1493082485.988308000,205
172.217.7.202,128.180.141.148,6,1493082486.011847000,1368
172.217.7.202,128.180.141.148,6,1493082486.012286000,1368
172.217.7.202,128.180.141.148,6,1493082486.013114000,1142
128.180.141.148,172.217.7.202,6,1493082486.084987000,75
128.180.141.148,172.217.7.202,6,1493082486.084987000,6
128.180.141.148,172.217.7.202,6,1493082486.085057000,45
172.217.7.202,128.180.141.148,6,1493082486.106332000,51
128.180.141.148,172.217.7.202,6,1493082486.108587000,452
172.217.7.202,128.180.141.148,6,1493082486.161278000,585
128.180.141.148,128.180.1.1,17,1493082486.822847000,39
128.180.141.148,128.180.1.1,17,1493082486.823285000,39
128.180.1.1,128.180.141.148,17,1493082486.824895000,241
128.180.1.1,128.180.141.148,17,1493082486.824900000,137
128.180.141.148,128.180.1.1,17,1493082487.227959000,40
128.180.1.1,128.180.141.148,17,1493082487.230794000,105
128.180.141.148,162.125.4.3,6,1493082487.289413000,186
162.125.4.3,128.180.141.148,6,1493082487.304644000,1368
162.125.4.3,128.180.141.148,6,1493082487.305199000,1368
162.125.4.3,128.180.141.148,6,1493082487.306050000,288
128.180.141.148,162.125.4.3,6,1493082487.306910000,126
162.125.4.3,128.180.141.148,6,1493082487.326816000,274
128.180.141.148,162.125.4.3,6,1493082487.331085000,589
128.180.141.148,162.125.4.3,6,1493082487.386903000,589
162.125.4.3,128.180.141.148,6,1493082487.463549000,533
128.180.141.148,172.217.7.202,6,1493082492.566011000,523
128.180.141.148,172.217.7.202,6,1493082492.566652000,468
172.217.7.202,128.180.141.148,6,1493082492.679256000,490
172.217.7.202,128.180.141.148,6,1493082492.679262000,594
128.180.141.148,172.217.7.202,6,1493082492.685409000,529
128.180.141.148,172.217.7.202,6,1493082492.685476000,746
172.217.7.202,128.180.141.148,6,1493082492.697456000,594
172.217.7.202,128.180.141.148,6,1493082492.740597000,447
172.217.7.202,128.180.141.148,6,1493082492.740776000,853
128.180.141.148,172.217.7.202,6,1493082492.747982000,533
128.180.141.148,172.217.7.202,6,1493082492.748049000,746
172.217.7.202,128.180.141.148,6,1493082492.801779000,490
172.217.7.202,128.180.141.148,6,1493082492.802330000,910
128.180.141.148,172.217.7.202,6,1493082492.820687000,535
