246,3407,6.000159,131.371687,29.841592,247,3848,1194459472.055993,0.832110,418.106115,37.422839,
401,15796,0.001746,196.602322,975.706842,398,88118,1194459102.856035,0.001544,11226.908740,982.988875,
1,484,0.000000,0.000000,0.000000,253,346682,1194459186.151041,0.000564,3478.685810,0.000001,
2,5,0.000095,2.250000,0.000000,1,4,1194459645.172889,0.000000,0.000000,0.000000,
216,165716,0.000042,276065.106653,269.225469,772,728696,1194459105.332675,0.000710,337689.740006,34.520148,
235,3385,9.877182,130.640833,33.639974,250,4380,1194459471.988179,0.946884,524.345600,44.360094,
180,216068,0.000080,37730.568395,592.680865,822,1038199,1194459932.725819,0.000576,102058.915808,130.675932,
63,5808,0.009076,34859.106576,18.227517,63,6021,1194460752.659331,0.008241,25009.102041,18.213139,
21,1413,10.913015,25627.156463,20020.393575,71,68191,1194459525.745545,0.140331,284097.288236,13128.090848,
217,20273,0.008721,35369.073711,7.411530,217,15469,1194460679.598382,0.005798,9827.061224,7.391049,
88,92035,0.000033,193756.103177,240.438275,68,70821,1194460241.661785,0.005347,184366.220372,309.612867,
