4,1226,1.091385,42.250000,9.980475,0,0,0.000000,0.000000,0.000000,0.000000,
0,0,0.000000,0.000000,0.000000,1,16,1349361243.369771,0.000000,0.000000,0.000000,
0,0,0.000000,0.000000,0.000000,2,32,1349361509.469756,157.045619,0.000000,0.000000,
3,1704,264.088831,0.000000,16013.403796,3,48,1349361344.400618,264.086925,0.000000,16013.167441,
3,1704,264.088742,0.000000,2715.702699,3,48,1349361009.273320,264.095913,0.000000,2705.408148,
2,1136,168.004519,0.000000,0.000000,2,32,1349361558.469355,168.062824,0.000000,0.000000,
249,29682,0.141602,3330.556443,416.250009,249,9036,1349360808.569104,0.146094,28.414380,416.250331,
0,0,0.000000,0.000000,0.000000,1,16,1349361667.515318,0.000000,0.000000,0.000000,
2,1136,179.060045,0.000000,0.000000,2,32,1349361537.469581,179.062505,0.000000,0.000000,
3,1704,264.085423,0.000000,7924.819544,3,48,1349361180.342533,264.083490,0.000000,7924.578734,
3,1704,241.098545,0.000000,12553.259757,3,48,1349361373.401382,241.098453,0.000000,12553.276666,
3,1704,208.061334,0.000000,10718.586064,3,48,1349361452.453949,208.061289,0.000000,10718.604503,
2,1136,160.045018,0.000000,0.000000,2,32,1349361583.488403,160.043778,0.000000,0.000000,
253,29501,0.156984,2996.120452,353.575265,253,9162,1349360808.569037,0.157684,28.325985,353.575859,
6,1866,0.102318,0.000000,0.058053,3,1639,1349361630.694166,0.783685,3350.222222,0.105914,
10,8548,0.101485,12951.760000,4125.862151,5,3417,1349361423.899948,1.581438,68848.640000,7820.644898,
2,1984,0.099601,0.000000,0.000000,1,501,1349361424.003645,0.000000,0.000000,0.000000,
5,4973,0.103862,24334.240000,0.101494,3,1970,1349361426.175796,0.923461,12214.222222,0.209855,
0,0,0.000000,0.000000,0.000000,2,32,1349361550.469667,145.056548,0.000000,0.000000,
0,0,0.000000,0.000000,0.000000,1,16,1349361495.454070,0.000000,0.000000,0.000000,
4,4006,0.100757,35532.250000,903.825185,2,1195,1349361631.564983,63.950724,9506.250000,0.000000,
4,5169,0.000005,36396.187500,0.000000,1,815,1349361682.195545,0.000000,0.000000,0.000000,
28,34268,0.000006,166009.479592,7889.699104,2,378,1349361160.987003,470.335149,1.000000,0.000000,
61,70022,0.000026,122648.187046,0.056021,9,3592,1349361155.603483,0.137064,6.320988,0.324369,
2,2344,0.100382,0.000000,0.000000,1,179,1349361631.255889,0.000000,0.000000,0.000000,
3,1589,0.099525,997.555556,0.000278,2,909,1349361426.201414,0.088646,2862.250000,0.000000,
2,378,0.100128,0.000000,0.000000,1,407,1349361687.671254,0.000000,0.000000,0.000000,
2,1364,0.101604,0.000000,0.000000,1,451,1349361695.514390,0.000000,0.000000,0.000000,
10,11913,0.000007,203150.810000,0.000000,1,387,1349361748.841594,0.000000,0.000000,0.000000,
4,3524,0.105037,2401.000000,892.390184,2,971,1349361631.926150,63.571968,3422.250000,0.000000,
16,14642,0.100100,151745.734375,624.794352,7,4183,1349361562.168719,3.497992,13137.959184,1180.545221,
48,57992,0.000007,101466.638889,0.000000,1,486,1349361629.186392,0.000000,0.000000,0.000000,
4,5169,0.000007,36396.187500,0.000000,1,451,1349361424.274758,0.000000,0.000000,0.000000,
3,1358,0.100773,5134.222222,0.001194,2,787,1349361425.182179,0.031951,12.250000,0.000000,
4,4732,0.100864,128804.500000,0.896668,2,818,1349361155.895709,2.056691,169.000000,0.000000,
