0.0.0.0,255.255.255.255,6,1839,1359941405.362762,1359942383.522499,1.002981,42.250000,109216.129529,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,
77.120.182.221,172.16.253.132,17,19722,1359941636.591081,1359941640.124155,0.000910,54724.339100,0.501479,14,17903,1359941628.946261,1359941636.597481,0.000052,197139.739796,4.153318,
95.69.159.200,172.16.253.132,26,26242,1359942017.293880,1359942055.915397,0.001193,155430.828402,43.540377,19,20668,1359942016.821171,1359942054.865570,0.000065,323513.955679,67.520550,
98.211.244.7,172.16.253.132,16,17760,1359941445.283466,1359941448.216094,0.002488,97744.125000,0.344964,11,13918,1359941445.093542,1359941445.286760,0.000064,179838.743802,0.003331,
141.138.126.249,172.16.253.132,18,19926,1359941831.959311,1359941835.416908,0.000717,118195.111111,0.447985,14,17907,1359941831.568904,1359941831.963671,0.000061,196535.209184,0.011019,
172.16.253.132,172.16.253.254,2,602,1359941400.380374,1359942305.394545,905.014171,0.000000,0.000000,4,1200,1359941400.381491,1359942305.396460,4.981890,0.000000,179018.626964,
172.16.253.132,176.104.76.63,14,17783,1359942202.243257,1359942202.546913,0.000059,216262.596939,0.006507,17,19722,1359942202.541047,1359942205.901898,0.000490,54724.339100,0.445246,
172.16.253.132,188.129.243.106,5,2256,1359941448.537574,1359941450.200072,0.000194,255830.960000,0.517886,10,7944,1359941449.833649,1359941451.633117,0.100273,211861.840000,0.105965,
172.16.253.132,202.142.93.110,14,17841,1359942387.413812,1359942387.913832,0.000047,206781.372449,0.017694,18,20950,1359942387.908349,1359942396.204125,0.100346,75244.987654,0.918107,
